Museum ID,Museum Name,Legal Name,Alternate Name,Museum Type,Institution Name,Street Address (Administrative Location),City (Administrative Location),State (Administrative Location),Zip Code (Administrative Location),Street Address (Physical Location),City (Physical Location),State (Physical Location),Zip Code (Physical Location),Phone Number,Latitude,Longitude,Locale Code (NCES),County Code (FIPS),State Code (FIPS),Region Code (AAM),Employer ID Number,Tax Period,Income,Revenue
8400200018,LAST CHANCE MINING MUSEUM,LAST CHANCE MINING MUSEUM,,GENERAL MUSEUM,,1001 BASIN RD,JUNEAU,AK,99801,,,,,9075865338,58.30836,-134.39819,4,110,2,6,,,,
8400200066,MARIE DRAKE PLANETARIUM,FRIENDS OF THE MARIE DRAKE PLANETARIUM,,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,PO BOX 23042,JUNEAU,AK,99802,10014 CRAZY HORSE DR,JUNEAU,AK,99802,9075002941,58.36674,-134.61082,4,110,2,6,453069319,201412,0,0
8400200155,MAXINE & JESSE WHITNEY MUSEUM,UNIVERSITY OF ALASKA,,GENERAL MUSEUM,,PO BOX 97,VALDEZ,AK,99686,303 LOWE ST,VALDEZ,AK,99686,,61.10482,-146.21652,4,,2,6,926000147,201306,,
8400200112,MCCARTHY-KENNICOTT HISTORICAL MUSEUM,MCCARTHY-KENNICOTT HISTORICAL MUSEUM,,HISTORIC PRESERVATION,,PO BOX MXY,GLENNALLEN,AK,99588,,,,,9072594550,62.1077,-145.52846,4,261,2,6,920104701,201406,0,0
8400200083,MCKINLEY HISTORICAL SOCIETY & MUSEUM,MCKINLEY HISTORICAL SOCIETY & MUSEUM INC,,HISTORIC PRESERVATION,,240 E TUDOR RD,ANCHORAGE,AK,99503,240 E TUDOR RD,ANCHORAGE,AK,99503,,61.1804,-149.87975,1,20,2,6,910112878,,,
8409400388,MURIE SCIENCE AND LEARNING CENTER,MURIE SCIENCE AND LEARNING CENTER,,GENERAL MUSEUM,,MILEPOST 1.5,DENALI PARK,AK,99755,,,,,,63.62586,-150.90305,4,,2,6,,,,
8400200012,MUSEUM OF ALASKA TRANSPORTATION AND INDUSTRY,MUSEUM OF ALASKA TRANSPORATION AND INDUSTRY INC,,HISTORY MUSEUM,,3800 W MUSEUM DR,WASILLA,AK,99687,3800 W MUSEUM DR,WASILLA,AK,99687,9073761211,61.58414,-149.44139,3,,2,6,920060340,201312,87442,67641
8400200140,MUSEUM OF THE ALEUTIANS,MUSEUM OF THE ALEUTIANS,,GENERAL MUSEUM,,PO BOX 648,UNALASKA,AK,99685,314 SALMON WAY,UNALASKA,AK,99685,9075815150,53.87139,-166.54126,4,,2,6,920162384,201306,638447,609946
8409501670,MUSEUM OF THE NORTH,UNIVERSITY OF ALASKA,UNIVERSITY OF ALASKA FAIRBANKS,GENERAL MUSEUM,UNIVERSITY OF ALASKA FAIRBANKS,907 YUKON DR,FAIRBANKS,AK,99775,,,,,9074747505,64.81712,-147.87837,2,90,2,6,926000147,201306,,
8400200108,MUSEUMS ALASKA,MUSEUMS ALASKA INCORPORATED,,GENERAL MUSEUM,,PO BOX 3004,ANCHORAGE,AK,99603,PO BOX 3004,HOMER,AK,99603,4253122235,59.66896,-151.48517,4,122,2,6,920097153,201312,433429,433429
8409400431,MUSK OX FARM & MUSEUM,MUSK OX FARM & MUSEUM,,GENERAL MUSEUM,,12850 E. ARCHIE RD.,PALMER,AK,99645,,,,,,61.60024,-149.12756,4,,2,6,,,,
8409400438,NATIONAL ARCHIVES AT ANCHORAGE,NATIONAL ARCHIVES AT ANCHORAGE,,GENERAL MUSEUM,,654 W 3RD AVE,ANCHORAGE,AK,99501,,,,,,61.21905,-149.89451,1,20,2,6,,,,
8400200053,NEW YORK ALASKA HOUSE,NEW YORK ALASKA HOUSE INC,,ART MUSEUM,,3806 N POINT CIR,ANCHORAGE,AK,99502,,,,,,61.13325,-149.94851,1,20,2,6,262877798,201312,50,50
8400200167,OCEANSALASKA,OCEANSALASKA,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,PO BOX 6383,KETCHIKAN,AK,99901,2417 TONGASS AVENUE,KETCHIKAN,AK,99901,9072257900,55.35076,-131.67274,3,130,2,6,943194998,201212,892091,534898
8400200009,OSCAR ANDERSON HOUSE,ALASKA ASSOCIATION FOR HISTORIC PRESERVATION INC,,HISTORIC PRESERVATION,,420 M STREET,ANCHORAGE,AK,99501,,,,,9072742336,61.22198,-149.88169,1,20,2,6,920085097,201312,133637,133637
8400200119,PALMER HISTORICAL SOCIETY,PALMER HISTORICAL SOCIETY INC,,HISTORIC PRESERVATION,,PO BOX 1935,PALMER,AK,99645,316 EAST ELMWOOD AVENUE,PALMER,AK,99645,9077451935,61.59873,-149.11008,3,170,2,6,920118118,201312,0,0
8400200036,PALMER MUSEUM OF HISTORY AND ART,PALMER MUSEUM OF HISTORY AND ART,,GENERAL MUSEUM,,723 S VALLEY WAY,PALMER,AK,99645,,,,,9077467668,61.59857,-149.11359,3,170,2,6,203297367,201312,161428,144442
8400200037,PELELIO WAR HISOTIRCAL SOCIETY,PELELIO WAR HISTORICAL SOCIETY INC,,HISTORIC PRESERVATION,,9201 N SUN VALLEY DRIVE,PALMER,AK,99645,,,,,9077455541,61.68606,-149.22797,4,170,2,6,203440561,201412,0,0
8400200089,PIONEER MEMORIAL PARK,PIONEER MEMORIAL PARK INC,,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,PO BOX 70176,FAIRBANKS,AK,99707,2300 AIRPORT WAY,FAIRBANKS,AK,99707,9074591087,64.83685,-147.76725,1,90,2,6,920042250,201312,0,0
8400200161,PIONEERS OF ALASKA,PIONEERS OF ALASKA,,HISTORIC PRESERVATION,,PO BOX 146,NOME,AK,99762,IGLOO # # 1,NOME,AK,99762,9074431907,64.49805,-165.41115,3,,2,6,926003434,201412,587933,29269
8400200173,PRATT MUSEUM,PATRONS OF THE PRATT SOCIETY,PRATT MUSEUM,ART MUSEUM,,3779 BARTLETT STREET,HOMER,AK,99603,3779 BARTLETT STREET,HOMER,AK,99603,9072358635,59.6447,-151.5504,4,122,2,6,920166923,201312,65544,65544
8400200080,PRIBILOF ALEUTS,PRIBILOF ALEUTS INC,,GENERAL MUSEUM,,615 E 82ND AVE STE 200,ANCHORAGE,AK,99518,,,,,9072232348,61.14654,-149.87117,1,20,2,6,800508049,201409,0,0
8400200160,RESURRECTION BAY HISTORICAL SOCIETY,RESURRECTION BAY HISTORICAL SOCIETY INC,,HISTORIC PRESERVATION,,PO BOX 55,SEWARD,AK,99664,239 SIXTH AVENUE,SEWARD,AK,99664,,60.20885,-149.38716,4,,2,6,926003019,201412,0,0
8400200061,RIO GRANDE MODELING & HISTORICAL SOCIETY,RIO GRANDE MODELING & HISTORICAL SOCIETY,,HISTORIC PRESERVATION,,4231 LAUREL ST,ANCHORAGE,AK,99508,,,,,6142995064,38.89506,-104.75644,2,41,8,5,311748946,201312,31028,28358
8400200010,RUSSIAN ORTHODOX MUSEUM,RUSSIAN ORTHODOX SACRED SITES IN ALASKA INC,,HISTORIC PRESERVATION,,605 A ST,ANCHORAGE,AK,99501,,,,,9072767257,61.19955,-149.73354,1,20,2,6,710879791,201312,349281,349281
8400200077,RUSSIAN ORTHODOX SACRED SITES IN ALASKA,RUSSIAN ORTHODOX SACRED SITES IN ALASKA INC,,HISTORIC PRESERVATION,,PO BOX 212315,ANCHORAGE,AK,99521,,,,,9076443463,61.19955,-149.73354,1,20,2,6,710879791,201312,349281,349281
8400200118,SAMUEL FOX MUSEUM,SAMUEL K FOX MUSEUM ASSOC,,GENERAL MUSEUM,,PO BOX 273,DILLINGHAM,AK,99576,306 D STREET WEST,DILLINGHAM,AK,99576,9078424831,59.04004,-158.45869,4,,2,6,920117700,201406,0,0
8400200088,SAXMAN,CITY OF SAXMAN,,HISTORIC PRESERVATION,,ROUTE 2 BOX 1 - SAXMAN,KETCHIKAN,AK,99901,,,,,,55.38073,-131.68901,4,130,2,6,920041226,,,
8400200102,SEALASKA HERITAGE INSTITUTE,SEALASKA HERITAGE INSTITUTE,,GENERAL MUSEUM,,1 SEALASKA PLZ STE 301,JUNEAU,AK,99801,,,,,9074634844,58.30039,-134.40814,3,110,2,6,920081844,201312,7870397,7812834
8400200126,SEWARD ASSOCIATION FOR THE ADVANCEMENT OF MARINE SCIENCE,SEWARD ASSOCIATION FOR THE ADVANCEMENT OF MARINE SCIENCE,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,ALASKA SEALIFE CENTERPO,SEWARD,AK,99664,301 RAILWAY AVE,SEWARD,AK,99664,9072246300,60.20885,-149.38716,4,122,2,6,920132479,201309,9601562,9469200
8400200085,SEWARD COMMUNITY LIBRARY,SEWARD COMMUNITY LIBRARY ASSOCIATION INC,,GENERAL MUSEUM,,239 6TH AVE,SEWARD,AK,99664,,,,,9072244082,60.20885,-149.38716,4,122,2,6,920018660,201406,25020,20137
8400200001,SEWARD MUSEUM,RESURRECTION BAY HISTORICAL SOCIETY INC,,GENERAL MUSEUM,,336 3RD AVE,SEWARD,AK,99664,,,,,9072243902,60.20885,-149.38716,4,122,2,6,926003019,201412,0,0
8400200008,SHELDON JACKSON MUSEUM,FRIENDS OF SHELDON JACKSON MUSEUM,,NATURAL HISTORY MUSEUM,,104 COLLEGE DRIE,SITKA,AK,99835,,,,,9077478981,57.05064,-135.32213,3,220,2,6,920112427,201312,85605,49871
8400200128,SHELDON MUSEUM AND CULTURAL CENTER,SHELDON MUSEUM AND CULTURAL CENTER INC,,HISTORY MUSEUM,,PO BOX 269,HAINES,AK,99827,11 MAIN STREET,HAINES,AK,99827,9077662366,59.24675,-135.47365,4,,2,6,920134317,201406,323889,323889
8400200035,SIMON PANEAK MEMORIAL MUSEUM,SIMON PANEAK MEMORIAL MUSEUM INC,SIMON PANEAK MEMORIAL MUSEUM,GENERAL MUSEUM,,PO BOX 21085,ANAKTUVUK PASS,AK,99721,341 MEKIANA ROAD,ANAKTUVUK PASS,AK,99721,9076613413,68.24085,-151.89265,4,,2,6,202076516,201312,0,0
8400200100,SITKA HISTORICAL SOCIETY,SITKA HISTORICAL SOCIETY INC,,HISTORIC PRESERVATION,,330 HARBOR DR,SITKA,AK,99835,,,,,,57.04922,-135.34093,4,220,2,6,920074478,201406,186233,160043
8400200148,SITKA MARITIME HERITAGE SOCIETY,SITKA MARITIME HERITAGE SOCIETY INC,,HISTORY MUSEUM,,PO BOX 2153,SITKA,AK,99835,,,,,,57.06019,-135.33625,3,220,2,6,920169964,201312,36802,34039
8400200185,SITKA NATIONAL HISTORICAL PARK,SITKA NATIONAL HISTORICAL PARK,,HISTORIC PRESERVATION,,106 METLAKATLA STREET,SITKA,AK,99835,,,,,9077470141,57.04892,-135.31966,3,220,2,6,,,,
8400200050,SITKA SOUND SCIENCE CENTER,SITKA SOUND SCIENCE CENTER,,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,834 LINCOLN STREET SUITE 200,SITKA,AK,99835,,,,,9077478878,57.04983,-135.32401,3,220,2,6,261253086,201312,1958626,1923217
8400200006,SKAGWAY HISTORICAL MUSEUM & ARCHIVES,SKAGWAY HISTORICAL MUSEUM & ARCHIVES,,HISTORIC PRESERVATION,,PO BOX 521,SKAGWAY,AK,99840,700 SPRING ST,SKAGWAY,AK,99840,9079833420,59.45637,-135.31356,4,,2,6,,,,
8400200005,SOLDOTNA HISTORICAL SOCIETY,SOLDOTNA HISTORICAL SOCIETY AND MUSEUM INC,,HISTORIC PRESERVATION,,461 CENTENNIAL PARK RD,SOLDOTNA,AK,99669,,,,,9072623832,60.49083,-151.0738,3,122,2,6,920119189,201406,15193,15193
8400200120,SOLDOTNA HISTORICAL SOCIETY AND MUSEUM,SOLDOTNA HISTORICAL SOCIETY AND MUSEUM INC,,HISTORIC PRESERVATION,,PO BOX 1986,SOLDOTNA,AK,99669,461 CENTENNIAL PARK ROAD,SOLDOTNA,AK,99669,9072623832,60.4771,-151.0871,3,122,2,6,920119189,201406,15193,15193
8400200062,STORIS MUSEUM,STORIS MUSEUM,,GENERAL MUSEUM,,3201 NOWELL AVE,JUNEAU,AK,99801,,,,,,58.29323,-134.43055,3,110,2,6,364642971,201312,0,0
8409504138,STUDENT UNION GALLERY,UNIVERSITY OF ALASKA,,ART MUSEUM,UNIVERSITY OF ALASKA ANCHORAGE,3211 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,,,,,9077861052,64.81712,-147.87837,2,90,2,6,926000147,201306,,
8400200113,TALKEETNA HISTORICAL SOCIETY,TALKEETNA HISTORICAL SOCIETY,TALKEETNA HISTORICAL SOCIETY,HISTORIC PRESERVATION,,PO BOX 76,TALKEETNA,AK,99676,TALKEETNA SPUR RD,TALKEETNA,AK,99676,9077332487,62.1755,-149.90017,4,,2,6,920109160,201312,85074,78315
8400200092,TANANA YUKON HISTORICAL SOCIETY,TANANA YUKON HISTORICAL SOCIETY,,HISTORIC PRESERVATION,,PO BOX 71336,FAIRBANKS,AK,99707,535 2ND AVE,FAIRBANKS,AK,99707,9074558947,64.84339,-147.71869,1,90,2,6,920044211,201312,19338,18705
8400200032,TENAKEE HISTORICAL COLLECTION,TENAKEE HISTORICAL COLLECTION,,HISTORIC PRESERVATION,,PO BOX 633,TENAKEE SPRINGS,AK,99841,,,,,9077362243,57.77996,-135.21791,4,105,2,6,30425229,201412,0,0
8409501010,THOMAS PLANETARIUM,THOMAS PLANETARIUM,,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,625 C STREET,ANCHORAGE,AK,99501,625 C STREET,ANCHORAGE,AK,99501,,61.21608,-149.8853,1,20,2,6,,,,
8400200111,TOCHAK HISTORICAL SOCIETY,TOCHAK HISTORICAL SOCIETY,,HISTORIC PRESERVATION,,PO BOX 236,MCGRATH,AK,99627,123 TAKOTNA AVENUE,MCGRATH,AK,99627,9075243016,62.91264,-154.94429,4,290,2,6,920104105,200912,0,0
8400200159,TONGASS HISTORICAL SOCIETY,TONGASS HISTORICAL SOCIETY INC,,HISTORIC PRESERVATION,,629 DOCK ST,KETCHIKAN,AK,99901,,,,,9072255600,55.34242,-131.64029,3,130,2,6,926002943,201312,0,0
8400200007,TOTEM HERITAGE CENTER,TOTEM HERITAGE CENTER,,GENERAL MUSEUM,,601 DEERMOUNT ST,KETCHIKAN,AK,99901,,,,,9072255900,55.34301,-131.63255,4,130,2,6,,,,
8400200054,TREADWELL HISTORIC PRESERVATION & RESTORATION SOCIETY,TREADWELL HISTORIC PRESERVATION AND RESTORATION SOCIETY INC,,HISTORIC PRESERVATION,,PO BOX 240584,DOUGLAS,AK,99824,,,,,,58.27846,-134.3996,3,110,2,6,263289067,201312,0,0
8409501019,UAA PLANETARIUM AND VISUALIZATION THEATER,UNIVERSITY OF ALASKA,,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,UNIVERSITY OF ALASKA ANCHORAGE,3211 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,,,,,9077861800,64.81712,-147.87837,4,90,2,6,926000147,201306,,
8400200003,UNALASKA HISTORIC PRESERVATION COMMISSION,UNALASKA HISTORIC PRESERVATION COMMISSION,,HISTORIC PRESERVATION,,CITY GOVERNMENT OFFICE,UNALASKA,AK,99685,,,,,9075811483,53.87139,-166.54126,4,,2,6,,,,
